0,0	0.05712
0,1	-0.72244
0,2	0.03765
0,3	-0.39929
0,4	-3.06288
0,5	-1.32518
0,6	6.52403
0,7	-0.52611
0,8	-1.59481
0,9	0.47615
0,10	5.14541
0,11	-5.52058
0,12	3.88405
0,13	-3.63272
0,14	-1.33014
0,15	-1.39175
0,16	0.54569
0,17	1.58493
0,18	0.95592
0,19	-1.03283
0,20	-3.67250
0,21	-1.86873
0,22	-4.99938
0,23	-2.99977
0,24	-2.64340
0,25	3.25544
0,26	-0.92987
0,27	-1.27775
0,28	-1.53788
0,29	-1.83858
1,0	-2.98614
1,1	-0.78408
1,2	2.30691
1,3	2.44939
1,4	-2.54790
1,5	0.53360
1,6	-0.66910
1,7	1.22661
1,8	3.81606
1,9	-0.95413
1,10	-1.58988
1,11	-1.04746
1,12	-0.23145
1,13	1.13772
1,14	-0.63707
1,15	-3.63964
1,16	2.70608
1,17	-4.51035
1,18	-2.90039
1,19	-2.26198
1,20	-2.10858
1,21	1.67899
1,22	-0.45079
1,23	3.74983
1,24	-3.37579
1,25	0.87784
1,26	1.11676
1,27	-1.60763
1,28	1.68241
1,29	-1.41023
2,0	-2.89808
2,1	-2.02709
2,2	-0.87066
2,3	8.03431
2,4	-1.97802
2,5	-0.58326
2,6	1.31748
2,7	2.52463
2,8	-3.68227
2,9	-2.89806
2,10	-2.13076
2,11	-5.34690
2,12	3.06166
2,13	-0.56464
2,14	-1.66321
2,15	-0.56870
2,16	2.56323
2,17	-2.53199
2,18	2.18479
2,19	-1.78236
2,20	0.05072
2,21	-0.14794
2,22	-2.32593
2,23	1.51329
2,24	0.50898
2,25	-1.95973
2,26	1.03507
2,27	4.87203
2,28	-3.21426
2,29	-0.99929
3,0	-2.40230
3,1	0.43632
3,2	-0.98413
3,3	2.77926
3,4	-0.66501
3,5	-0.09217
3,6	-1.33566
3,7	5.75537
3,8	3.12607
3,9	0.05558
3,10	2.05643
3,11	-6.56935
3,12	-0.89429
3,13	4.12839
3,14	-4.68602
3,15	-3.79756
3,16	-6.85671
3,17	-0.25964
3,18	3.45435
3,19	-2.97725
3,20	-1.37158
3,21	1.59495
3,22	-4.97268
3,23	2.06235
3,24	-7.23820
3,25	2.97922
3,26	6.04909
3,27	2.31365
3,28	5.03909
3,29	6.68269
4,0	0.17870
4,1	-2.34671
4,2	0.72083
4,3	1.05459
4,4	-5.16273
4,5	1.15590
4,6	-2.67226
4,7	1.04622
4,8	-1.36455
4,9	1.25241
4,10	1.45860
4,11	-6.54641
4,12	5.80147
4,13	-5.08097
4,14	-1.16244
4,15	-5.52345
4,16	1.71444
4,17	-1.90267
4,18	-0.67809
4,19	-4.50979
4,20	-3.70179
4,21	2.19981
4,22	-5.19322
4,23	0.40877
4,24	-4.33603
4,25	2.89354
4,26	-1.61446
4,27	2.75716
4,28	-3.29407
4,29	-1.45113
5,0	2.47083
5,1	1.30108
5,2	3.36087
5,3	-1.25875
5,4	-0.14621
5,5	0.42339
5,6	-0.89754
5,7	-0.73120
5,8	2.08884
5,9	-0.08270
5,10	0.24477
5,11	3.96664
5,12	-0.22695
5,13	-0.82896
5,14	-1.09276
5,15	-1.29437
5,16	1.02060
5,17	-0.57217
5,18	-1.91226
5,19	1.53856
5,20	-0.48158
5,21	1.88596
5,22	1.35296
5,23	0.64501
5,24	1.90472
5,25	-0.94770
5,26	-2.41191
5,27	-0.70547
5,28	1.25758
5,29	-1.31275
6,0	2.22483
6,1	1.21944
6,2	-2.23583
6,3	0.27426
6,4	-2.30244
6,5	0.46727
6,6	0.80936
6,7	1.92974
6,8	-6.36766
6,9	0.37875
6,10	2.21990
6,11	-5.57312
6,12	0.13199
6,13	-2.05071
6,14	-1.94058
6,15	-1.06644
6,16	2.77164
6,17	-1.47322
6,18	4.16300
6,19	1.46257
6,20	-2.85349
6,21	-2.21175
6,22	0.09180
6,23	-3.01866
6,24	-1.76539
6,25	-1.75320
6,26	-3.01782
6,27	3.73924
6,28	-1.00910
6,29	-1.17001
7,0	-2.83400
7,1	-2.36867
7,2	-1.68402
7,3	2.83632
7,4	3.04705
7,5	-4.15750
7,6	5.54498
7,7	0.27460
7,8	4.56944
7,9	-4.45945
7,10	-1.25662
7,11	3.63215
7,12	-1.75898
7,13	2.58279
7,14	-1.28248
7,15	2.00232
7,16	-6.22708
7,17	-0.00124
7,18	1.95620
7,19	0.90018
7,20	2.50132
7,21	0.36060
7,22	-4.22128
7,23	-0.70204
7,24	1.99623
7,25	2.16338
7,26	2.64631
7,27	-0.43783
7,28	-0.87329
7,29	1.89147
8,0	2.16181
8,1	2.91533
8,2	2.83897
8,3	0.55601
8,4	0.45215
8,5	-3.02160
8,6	4.55838
8,7	-3.20380
8,8	2.50651
8,9	-1.05476
8,10	4.37754
8,11	4.32756
8,12	0.77634
8,13	1.11216
8,14	0.67155
8,15	6.70807
8,16	-0.03984
8,17	7.90555
8,18	-5.59603
8,19	3.67126
8,20	2.82573
8,21	-0.47551
8,22	0.45621
8,23	-1.25732
8,24	5.73824
8,25	0.87652
8,26	3.09068
8,27	-5.19822
8,28	2.05318
8,29	0.72505
9,0	0.77299
9,1	1.24205
9,2	-2.24125
9,3	-4.00936
9,4	0.05795
9,5	0.53970
9,6	0.34665
9,7	-3.65479
9,8	-0.20383
9,9	3.39256
9,10	1.51852
9,11	1.37189
9,12	-0.33327
9,13	-0.84793
9,14	4.29508
9,15	1.71946
9,16	2.53980
9,17	1.97403
9,18	-3.79823
9,19	0.53546
9,20	0.28235
9,21	-3.36766
9,22	3.90014
9,23	-0.72203
9,24	-0.61030
9,25	-0.28734
9,26	-0.44503
9,27	-4.47446
9,28	-0.35416
9,29	-1.52249
10,0	5.70494
10,1	2.91260
10,2	-4.14386
10,3	-4.84401
10,4	-4.93863
10,5	-2.45695
10,6	-5.11704
10,7	-0.07041
10,8	-0.34227
10,9	-1.68909
10,10	2.21464
10,11	2.02206
10,12	-7.40592
10,13	-0.20804
10,14	0.59767
10,15	1.11932
10,16	4.53909
10,17	-4.01779
10,18	-3.41328
10,19	5.96203
10,20	-2.90550
10,21	0.26727
10,22	2.56825
10,23	-4.95261
10,24	-2.53615
10,25	1.80060
10,26	-3.99683
10,27	-1.09858
10,28	0.55881
10,29	-1.49065
11,0	-2.92353
11,1	-0.82967
11,2	1.03981
11,3	-2.02636
11,4	0.07011
11,5	3.33481
11,6	2.35458
11,7	-4.14845
11,8	-0.89109
11,9	6.46704
11,10	1.68595
11,11	-3.57187
11,12	6.76460
11,13	-2.89945
11,14	4.94302
11,15	-0.78699
11,16	2.63839
11,17	4.46192
11,18	-3.88231
11,19	-5.42390
11,20	-0.20326
11,21	-3.59309
11,22	1.56183
11,23	2.70124
11,24	-1.93770
11,25	0.18306
11,26	1.75124
11,27	-4.99246
11,28	-1.21766
11,29	-1.98076
12,0	0.63330
12,1	1.19341
12,2	-1.83213
12,3	-2.47911
12,4	6.40259
12,5	1.36189
12,6	3.98899
12,7	-4.90975
12,8	0.83938
12,9	7.28352
12,10	3.63838
12,11	2.31847
12,12	6.50762
12,13	-1.35698
12,14	3.45486
12,15	2.22954
12,16	-7.09294
12,17	11.03307
12,18	-1.01701
12,19	-2.26570
12,20	5.27162
12,21	-4.75256
12,22	1.81561
12,23	1.19483
12,24	3.01193
12,25	-2.14383
12,26	3.43321
12,27	-2.93267
12,28	-0.60139
12,29	3.57532
13,0	0.45796
13,1	0.09530
13,2	-0.73372
13,3	-3.65044
13,4	0.32196
13,5	2.75827
13,6	2.57806
13,7	-2.32286
13,8	-3.25143
13,9	6.83311
13,10	4.72259
13,11	-5.61282
13,12	6.77523
13,13	-4.23930
13,14	1.82512
13,15	-1.85826
13,16	-1.40154
13,17	5.79465
13,18	0.85922
13,19	-3.96183
13,20	-1.23393
13,21	-3.65198
13,22	-1.04811
13,23	-0.73093
13,24	-2.80628
13,25	0.68040
13,26	0.09069
13,27	-1.36837
13,28	-1.23686
13,29	0.28127
14,0	-2.93161
14,1	-3.41360
14,2	4.66382
14,3	-5.43810
14,4	6.48222
14,5	2.39170
14,6	2.65404
14,7	0.59889
14,8	1.16654
14,9	1.34983
14,10	-1.40153
14,11	0.69444
14,12	1.50372
14,13	0.59322
14,14	-1.22250
14,15	-0.64361
14,16	-9.46112
14,17	3.75616
14,18	7.79148
14,19	-3.91143
14,20	0.61497
14,21	2.51717
14,22	-5.01460
14,23	-0.75208
14,24	0.60318
14,25	3.90915
14,26	0.89585
14,27	-0.20193
14,28	1.55642
14,29	3.12510
15,0	-3.11574
15,1	-2.30095
15,2	-1.16125
15,3	4.34153
15,4	-0.02719
15,5	-1.44528
15,6	-1.96801
15,7	3.03449
15,8	2.78610
15,9	-2.83445
15,10	-2.24442
15,11	-1.68948
15,12	-0.34730
15,13	2.56126
15,14	-1.72529
15,15	-0.80515
15,16	-4.28854
15,17	-1.48875
15,18	1.19827
15,19	-2.32270
15,20	1.29312
15,21	2.69229
15,22	-4.32584
15,23	1.87683
15,24	-1.76720
15,25	2.29195
15,26	4.11671
15,27	2.59649
15,28	-0.07562
15,29	3.49256
16,0	4.41004
16,1	6.63315
16,2	1.34133
16,3	0.58048
16,4	-3.25956
16,5	0.58451
16,6	-6.41704
16,7	2.34664
16,8	5.46227
16,9	2.46950
16,10	4.49470
16,11	0.58767
16,12	-2.74408
16,13	3.54626
16,14	-2.94565
16,15	-2.82091
16,16	0.36380
16,17	0.79226
16,18	-6.56103
16,19	2.17447
16,20	-0.84707
16,21	1.66915
16,22	3.81610
16,23	3.68832
16,24	-4.09105
16,25	-1.39998
16,26	3.30099
16,27	-1.56481
16,28	8.12554
16,29	4.23690
17,0	-1.07941
17,1	-3.99004
17,2	-1.94654
17,3	1.75060
17,4	-1.40049
17,5	1.83736
17,6	-4.81170
17,7	0.88593
17,8	-3.90024
17,9	-0.44851
17,10	-5.09446
17,11	-2.33918
17,12	2.46639
17,13	-3.77444
17,14	0.86003
17,15	-3.90159
17,16	2.54071
17,17	-5.89169
17,18	2.57975
17,19	-3.18049
17,20	-0.82623
17,21	1.45497
17,22	-0.97255
17,23	0.78674
17,24	-0.71075
17,25	-1.35286
17,26	-4.04171
17,27	5.85172
17,28	-6.13755
17,29	-2.79534
18,0	3.19356
18,1	-1.55903
18,2	-0.95425
18,3	-2.06740
18,4	5.31904
18,5	2.85185
18,6	-3.41901
18,7	-0.33373
18,8	-10.00328
18,9	1.70465
18,10	-2.91158
18,11	0.19314
18,12	3.35647
18,13	-3.57990
18,14	0.66431
18,15	3.19341
18,16	-3.16592
18,17	4.41693
18,18	8.57183
18,19	0.13715
18,20	3.80849
18,21	0.00584
18,22	0.84269
18,23	-3.47806
18,24	7.17080
18,25	-4.03144
18,26	-4.09267
18,27	8.08545
18,28	-5.40932
18,29	1.07804
19,0	-4.92389
19,1	-3.05812
19,2	-3.00764
19,3	0.84560
19,4	7.53851
19,5	3.15717
19,6	-1.55631
19,7	-1.21784
19,8	2.94397
19,9	5.82415
19,10	-3.56113
19,11	0.60292
19,12	5.41620
19,13	1.17209
19,14	3.12402
19,15	-2.25537
19,16	-9.79866
19,17	4.33999
19,18	2.08967
19,19	-7.36439
19,20	5.84720
19,21	-1.65861
19,22	-0.01513
19,23	5.77732
19,24	-0.78325
19,25	-1.76157
19,26	5.49296
19,27	1.18531
19,28	-1.50906
19,29	5.44957
